Lok Sabha,Member Name,Gender,Constituency Name,State Name,Party Name
First Lok Sabha,Shri Balwant Sinha Mehta,Male,Udaipur,Rajasthan,Congress
First Lok Sabha,Shri Jaswantraj Mehta,Male,Jodhpur,Rajasthan,Independent
First Lok Sabha,Shri K.Achuthan Damodara Menon,Male,Kozhikode,Madras,Kisan Mazdoor Praja Party
First Lok Sabha,Smt. Minimata Agam Dass Guru,Female,Bilaspur-Durg-Raipur,Madhya Pradesh,Congress
First Lok Sabha,Shri Lalit Narayan Mishra,Male,Darbhanga cum Bhagalpur,Bihar,Congress
First Lok Sabha,Shri Lokenath Mishra,Male,Puri,Odisha,Congress
First Lok Sabha,Shri Mathura Prasad Mishra,Male,Monghyr North-West,Bihar,Congress
First Lok Sabha,Shri Shyam Nandan Mishra,Male,Darbhanga North,Bihar,Congress
First Lok Sabha,Pandit Suresh Chandra Mishra,Male,Monghyr North-West,Bihar,Socialist
First Lok Sabha,Shri Bhupendra Nath Misra,Male,Bilaspur-Durg-Raipur,Madhya Pradesh,Congress
First Lok Sabha,Pandit Lingaraj Misra,Male,Khurda,Odisha,Congress
First Lok Sabha,Shri Raghubar Dayal Misra,Male,Bulandshahar,Uttar Pradesh,Congress
First Lok Sabha,Shri Sarju Prasad Misra,Male,Deoria Distt. South,Uttar Pradesh,Congress
First Lok Sabha,Shri Vijneshwar Missir,Male,Gaya-North,Bihar,Socialist
First Lok Sabha,Shri Sofi Mohd. Akber,Male,NA,Jammu and Kashmir,All Jammu & Kashmir National Conference
First Lok Sabha,Dr. Shyama Prasad Mookerjee,Male,Calcutta South East,West Bengal,Jan Sangh
First Lok Sabha,Shri Radheyshyam Ramkumar Morarka,Male,Ganganagar-SC,Rajasthan,Congress
First Lok Sabha,Shri Krishnaji Laxman More,Male,Kolhapur-cum-Satara-SC,Bombay,Congress
First Lok Sabha,Shri Shankarrao Shantaram More,Male,Sholapur-SC,Bombay,Peasants And Workers Party of India
First Lok Sabha,Shri Muchaki Kosa,Male,Bastar-ST,Madhya Pradesh,Independent
First Lok Sabha,Shri C. Ramaswami Mudaliar,Male,Kumbakonam,Madras,Congress
First Lok Sabha,Shri Muhammad Islamuddin,Male,Purnea- North-East,Bihar,Congress
First Lok Sabha,Shri Hirendra Nath Mukerjee,Male,Calcutta North East,West Bengal,Communist Party
First Lok Sabha,Shri Yeshwantrao Martandrao Mukne,Male,Thana,Bombay,Congress
First Lok Sabha,Shri Murli Manohar,Male,Ballia East,Uttar Pradesh,Independent
First Lok Sabha,Shri Bayya Suryanarayana Murthy,Male,Eluru,Madras,Kisan Mazdoor Praja Party
First Lok Sabha,Sardar Gurmukh Singh Musafir,Male,Amritsar,Punjab,Congress
First Lok Sabha,Shri Kirai Mushar,Male,Bhagalpur cum Purnea-SC,Bihar,Socialist
First Lok Sabha,Shri M. Muthukrishnan,Male,Vellore,Madras,Congress
First Lok Sabha,Shri Nalla Reddi Naidu,Male,Rajamundry,Madras,Socialist
First Lok Sabha,Shri R. Govindarajulu Naidu,Male,Tiruvallur,Madras,Congress
First Lok Sabha,Shri C. Krishnan Nair,Male,Outer Delhi-SC,Delhi,Congress
First Lok Sabha,Shri N. Sreekantan Nair,Male,Quilon cum Mavelikkara-SC,Travancore-Cochin,Revolutionary Socialist Party
First Lok Sabha,Shri K. Ananda Nambiar,Male,Mayuram-SC,Madras,Communist Party
First Lok Sabha,Shri Atma Singh Namdhari,Male,Fazilka-Sirsa,Punjab,Congress
First Lok Sabha,Shri Mangalagiri Nanadas,Male,Ongole,Madras,Independent
First Lok Sabha,Shri Gulzarilal Nanda,Male,Sabarkantha,Bombay,Congress
First Lok Sabha,Shri Anant Savalaram Nandkar,male,Thana,Bombay,Congress
First Lok Sabha,Shri S.V.Laxmi Narasimham,Male,Guntur,Madras,Independent
First Lok Sabha,Shri C.R. Narasimhan,Male,Krishnagiri,Madras,Congress
First Lok Sabha,Shri Nardeo Snatak,Male,Aligarh Distt.-SC,Uttar Pradesh,Congress
First Lok Sabha,Shri Purnendu Sekhar Naskar,Male,Diamond Harbour,West Bengal,Congress
First Lok Sabha,Shri S.S. Natarajan,Male,Srivilliputhur,Madras,Congress
First Lok Sabha,Shri Jayantrao Ganpat Natawadkar,Male,West Khandesh-ST,Bombay,Congress
First Lok Sabha,Shri P. Natesan,Male,Tiruvallur,Madras,Congress
First Lok Sabha,Shri Hari Ram Nathany,Male,Bhilwara,Rajasthan,Ram Rajya Parishad
First Lok Sabha,Shri Narendra Paragji Nathwani,Male,Sorath,Saurashtra,Congress
First Lok Sabha,Smt. Shakuntala Nayar,Female,Gonda Dist (West),Uttar Pradesh,Hindu Mahasabha
First Lok Sabha,Shri V. Parmeswaran Nayar,Male,Chirayinkil,Travancore-Cochin,United Front of Leftists
First Lok Sabha,Shri Jawaharlal Nehru,Male,Allahabad Distt. East,Uttar Pradesh,Congress
First Lok Sabha,Smt. Sheorajvati Nehru,Female,Lucknow Distt. (Central),Uttar Pradesh,Congress
First Lok Sabha,Smt. Uma Nehru,Female,Sitapur District cum Kheri Distt. West-SC,Uttar Pradesh,Congress
First Lok Sabha,Shri A. Nesamony,Male,Nagercoil,Travancore-Cochin,Travancore Tamil Nad Congress
First Lok Sabha,Shri Thimmappa Rudrappa Neswi,Male,Dharwar South,Bombay,Congress
First Lok Sabha,Shri Rameshwar Prasad Nevatia,Male,Shahabad,Uttar Pradesh,Congress
First Lok Sabha,Shri S. Nijalingappa,Male,Chitradurga,Mysore,Congress
First Lok Sabha,Shri Badri Dutt Pande,Male,Almora District North-East,Uttar Pradesh,Congress
First Lok Sabha,Shri C.D. Pande,Male,Nainital Dist. cum Almora Dist.(South-West)cum Bareilly(Nort,Uttar Pradesh,Congress
First Lok Sabha,Dr. Natabar Pandey,Male,Sambalpur,Odisha,All India Ganatantra Parishad
First Lok Sabha,Smt. Vijaya Lakshmi Pandit,Female,Lucknow Distt. (Central),Uttar Pradesh,Congress
First Lok Sabha,Shri Panna Lal,Male,Faizabad Dist. (North-West)-SC,Uttar Pradesh,Congress
First Lok Sabha,Shri Devi Dutt Pant,Male,Almora District North-East,Uttar Pradesh,Congress
First Lok Sabha,Shri Paragi Lal,Male,Sitapur District cum Kheri Distt. West-SC,Uttar Pradesh,Congress
First Lok Sabha,Shri Ramchander Govind Paranjpe,Male,Bhir,Hyderabad,Peoples Democratic Front
First Lok Sabha,Dr. Jayantilal Narbheram Parekh,Male,Zalawad,Saurashtra,Congress
First Lok Sabha,Shri Rasiklal Umedchand Parikh,Male,Zalawad,Saurashtra,Congress
First Lok Sabha,Shri Shantilal Girdharlal Parikh,Male,Mehsana-East,Bombay,Congress
First Lok Sabha,Shri Rupaji Bhavji Parmar,Male,Panch Mahals cum Baroda East-ST,Bombay,Congress
First Lok Sabha,Shri Hari Vinayak Pataskar,Male,Jalgaon,Bombay,Congress
First Lok Sabha,Shri Bahadurbhai Kunthabhai Patel,Male,Surat-ST,Bombay,Congress
First Lok Sabha,Kumari Manibehn Vallabhbhai Patel,Female,Kaira South,Bombay,Congress
First Lok Sabha,Shri Rajeshwara Patel,Male,Muzaffarpur cum Darbhanga-SC,Bihar,Congress
First Lok Sabha,Pandit Sushil Kumar Pateriya,Male,Jabalpur North,Madhya Pradesh,Congress
First Lok Sabha,Shri Pandharinath Ramachandra Kanavade Patil,Male,Ahmednagar North,Bombay,Congress
First Lok Sabha,Shri Sadashiv Kanoji Patil,Male,Bombay City South,Bombay,Congress
First Lok Sabha,Shri Shankargauda Veerangauda Patil,Male,Belgaum South,Bombay,Congress
First Lok Sabha,Shri Uma Charan Patnaik,Male,Ghumsur,Odisha,Independent
First Lok Sabha,Shri Vyankatrao Pirajirao Pawar,Male,South Satara,Bombay,Congress
First Lok Sabha,Shri P.T. Thanu Pillai,Male,Tirunelveli,Madras,Congress
First Lok Sabha,Shri B. Pocker,Male,Malappuram,Madras,Madras State Muslim League Party
First Lok Sabha,Shri Naval Prabhakar,Male,Outer Delhi-SC,Delhi,Congress
First Lok Sabha,Shri Brij Mohan Pradhan,Male,Bargarh,Odisha,Ganatantra Parishad
First Lok Sabha,Shri Hari Shankar Prasad,Male,Gorakhpur Distt. (North),Uttar Pradesh,Congress
First Lok Sabha,Shri P.T. Punnoose,Male,Alleppey,Travancore-Cochin,Communist Party
First Lok Sabha,Shri N. Rachiah,Male,Mysore,Mysore,Congress
First Lok Sabha,Shri Radha Raman,Male,Delhi City,Delhi,Congress
First Lok Sabha,Shri K.S. Raghavachari,Male,Penukonda,Madras,Kisan Mazdoor Praja Party
First Lok Sabha,Shri Pishupati Venkata Raghavaiah,Male,Ongole,Madras,Communist Party
First Lok Sabha,Shri Raghubir Sahai,Male,Etah Dist. (North-East) cum Budaun Dist. (East),Uttar Pradesh,Congress
First Lok Sabha,Shri Raghunath Singh,Male,Banaras Distt.(Central),Uttar Pradesh,Congress
First Lok Sabha,Shri Kotha Raghuramaiah,Male,Tenali,Madras,Congress
First Lok Sabha,Smt. Jayashri Naishadh Raiji,Female,Bombay Suburban,Bombay,Congress
First Lok Sabha,Shri Raj Bahadur,Male,Jaipur-Sawai Madhopur,Rajasthan,Congress
First Lok Sabha,Shri Pandurang Nathuji Rajabhoj,Male,Sholapur-SC,Bombay,Scheduled Castes Federation
First Lok Sabha,Shri Ram Dass,Male,Hoshiarpur,Punjab,Congress
First Lok Sabha,Prof. Ram Saran,Male,Moradabad Distt. (West),Uttar Pradesh,Congress
First Lok Sabha,Shri Ram Shankar Lal,Male,Basti Distt. Central (East) Cum Gorakhpur Distt.(West),Uttar Pradesh,Congress
First Lok Sabha,Dr. Doraswami Pillai Ramachander,Male,Vellore,Madras,Commonweal Party
First Lok Sabha,Shri M.D. Ramasami,Male,Aruppukottai,Madras,Forward Bloc (Marxist)
First Lok Sabha,Shri N. Ramaseshaiah,Male,Parvathipuram,Madras,Independent
First Lok Sabha,Shri Puli Ramaswamy,Male,Mahabubnagar,Hyderabad,Congress
First Lok Sabha,Shri S.V. Ramaswamy,Male,Salem,Madras,Congress
First Lok Sabha,Shri Shivram Rango Rane,Male,Bhusaval,Bombay,Congress
First Lok Sabha,Sardar Ranjit Singh,Male,Sangrur,Patiala and East Punjab States,Independent
First Lok Sabha,Shri B. Shiva Rao,Male,South Kanara South,Madras,Congress
First Lok Sabha,Dr. Chelikanai Venkata Rama Rao,Male,Kakinada,Madras,Communist Party
First Lok Sabha,Shri Kadiyala Gopala Rao,Male,Gudiwada,Madras,Communist Party
First Lok Sabha,Shri Kanety Mohana Rao,Male,Rajamundry,Madras,Communist Party
First Lok Sabha,Shri Kondru Subba Rao,Male,Eluru,Madras,Communist Party
First Lok Sabha,Shri Pendyal Raghava Rao,Male,Warangal,Hyderabad,Peoples Democratic Front
First Lok Sabha,Shri Ponnada Subba Rao,Male,Nowrangpur-ST,Odisha,All India Ganatantra Parishad
First Lok Sabha,Shri Rayasam Seshagiri Rao,Male,Nandyal,Madras,Independent
First Lok Sabha,Shri T.B. Vittal Rao,Male,Khammam,Hyderabad,Peoples Democratic Front
First Lok Sabha,Shri Bhola Raut,Male,Saran cum Champaran-SC,Bihar,Congress
First Lok Sabha,Shri Birakisor Ray,Male,Cuttack,Odisha,Congress
First Lok Sabha,Shri Saidullah Khan Razmi,Male,Sehore,Bhopal,Congress
First Lok Sabha,Shri Bezwada Ramachandra Reddi,Male,Nellore,Madras,Independent
First Lok Sabha,Shri C. Madhava Reddi,Male,Adilabad,Hyderabad,Socialist
First Lok Sabha,Shri Halabarvi Sitaram Reddi,Male,Kurnool,Madras,Congress
First Lok Sabha,Shri Ravi Narayan Reddi,Male,Nalgonda-SC,Hyderabad,Peoples Democratic Front
First Lok Sabha,Shri Badam Yella Reddy,Male,Karimnagar-SC,Hyderabad,Peoples Democratic Front
First Lok Sabha,Shri K. Janardhan Reddy,Male,Mahabubnagar,Hyderabad,Congress
First Lok Sabha,Shri T.N. Viswanatha Reddy,Male,Chittoor,Madras,Congress
First Lok Sabha,Shri Yeddula Eswara Reddy,Male,Cuddapah,Madras,Communist Party
First Lok Sabha,Rt. Rev. John Richardson,Male,NA,Andaman and Nicobar Islands,Nominated
First Lok Sabha,Shri Bishwanath Roy,Male,Deoria,Uttar Pradesh,Congress
First Lok Sabha,Shri Patiram Roy,Male,Basirhat,West Bengal,Congress
First Lok Sabha,Dr. Satyaban Roy,Male,Uluberia,West Bengal,Congress
First Lok Sabha,Shri Rup Narain,Male,Mirzapur Dist. cum Banaras Dist. (West)-SC,Uttar Pradesh,Congress
First Lok Sabha,Shri Meghnad Saha,Male,Calcutta North West,West Bengal,Union of Socialists and Progressive
First Lok Sabha,Shri Syamnandan Sahaya,Male,Muzaffarpur Central,Bihar,Congress
First Lok Sabha,Shri Bhagabat Sahu,Male,Balasore,Odisha,Congress
First Lok Sabha,Shri Rameshwar Sahu,Male,Muzaffarpur cum Darbhanga-SC,Bihar,Congress
First Lok Sabha,Sardar Amar Singh Saigal,Male,Bilaspur-SC,Madhya Pradesh,Congress
First Lok Sabha,Shri Tularam Chandrabhan Sakhare,Male,Bhandara,Madhya Pradesh,Congress
First Lok Sabha,Shri Mohanlal Saksena,Male,Lucknow Distt. cum Bara Banki Distt.,Uttar Pradesh,Congress
First Lok Sabha,Shri Shibbanlal Saksena,Male,Gorakhpur Distt. (North),Uttar Pradesh,Kisan Mazdoor Praja Party
First Lok Sabha,Shri Satis Chandra Samanta,Male,Tamluk,West Bengal,Congress
First Lok Sabha,Shri Toyaka Sanganna,Male,Rayagada-Phulbani-ST,Odisha,Nikhil Utkal Adibasi Congress
First Lok Sabha,Shri M. Sankarapandian,Male,Sankaranayinarkovil,Madras,Congress
First Lok Sabha,Shri Debendra Nath Sarmah,Male,Gauhati,Assam,Congress
First Lok Sabha,Shri Debeswar Sarmah,Male,Golghat - Jorhat,Assam,Congress
First Lok Sabha,Shri Satish Chandra,Male,Bareilly District (South),Uttar Pradesh,Congress
First Lok Sabha,Shri N. Satyanathan,Male,Dharmapuri,Madras,Independent
First Lok Sabha,Dr. Virendar Kumar Satyawadi,Male,Karnal,Punjab,Congress
First Lok Sabha,Shri Raj Chandra Sen,Male,Kotah-Bundi,Rajasthan,Ram Rajya Parishad
First Lok Sabha,Smt. Sushama Sen,Female,Bhagalpur South,Bihar,Congress
First Lok Sabha,Shri Phani Gopal Sen Gupta,Male,Purnea Central,Bihar,Congress
First Lok Sabha,Shri A.R. Sewal,Male,Chamba-Sirmoor,Himachal Pradesh,Congress
First Lok Sabha,Shri Chimanlal Chakubhai Shah,Male,Gohilwad-Sorath,Saurashtra,Congress
First Lok Sabha,Shri Raichandbhai N. Shah,Male,Chhindwara,Madhya Pradesh,Congress
First Lok Sabha,Her Highness Rajmata Kamlendu Mati Shah,Female,Garhwal Distt.(West)cum Tehri Garhwal Distt. cum Bijnor Distt.(North),Uttar Pradesh,Independent
First Lok Sabha,Pandit Balkrishna Sharma,Male,Kanpur District (South) cum Etawah District (East),Uttar Pradesh,Congress
First Lok Sabha,Shri Diwan Chand Sharma,Male,Hoshiarpur,Punjab,Congress
First Lok Sabha,Shri Jawala Prasad Sharma,Male,Ajmer North,Ajmer,Congress
First Lok Sabha,Shri Khushiram Sharma,Male,Meerut Distt. (West),Uttar Pradesh,Congress
First Lok Sabha,Pandit Krishan Chandra Sharma,Male,Meerut District (South),Uttar Pradesh,Congress
First Lok Sabha,Shri Nand Lal Sharma,Male,Sikar,Rajasthan,Ram Rajya Parishad
First Lok Sabha,Shri Radha Charan Sharma,Male,Morena-Bhind-SC,Madhya Bharat,Congress
First Lok Sabha,Pandit Algu Rai Shastri,Male,Azamgarh Distt. (East) cum Ballia Distt. (West),Uttar Pradesh,Congress
First Lok Sabha,Shri Bhagwan Dutta Shastri,Male,Shahdol-Sidhi-ST,Vindhya Pradesh,Socialist
First Lok Sabha,Shri Harihar Nath Shastri,Male,Kanpur Districit (Central),Uttar Pradesh,Congress
First Lok Sabha,Prof. Raja Ram Shastri,Male,Kanpur Districit (Central),Uttar Pradesh,Congress
First Lok Sabha,Swami Ramanand Shastri,Male,Unnao Distt.cum Raebareli Distt.(W) cum Hardoi Dist.(S-East),Uttar Pradesh,Congress
First Lok Sabha,Shri M.K. Shivananjappa,Male,Mandya,Mysore,Congress
First Lok Sabha,Shri Shobha Ram,Male,Alwar,Rajasthan,Congress
First Lok Sabha,Pandit Bhagwati Charan Shukla,Male,Durg -Bastar,Madhya Pradesh,Congress
First Lok Sabha,Shri H. Siddananjappa,Male,Hassan-Chikmagalur,Mysore,Congress
First Lok Sabha,Shri Babu Nath Singh,Male,Surguja-ST,Madhya Pradesh,Congress
First Lok Sabha,Chaudhary Badan Singh,Male,Budaun Dist. (West),Uttar Pradesh,Congress
First Lok Sabha,Shri Bhawani Singh,Male,Barmer - Jalore,Rajasthan,Independent
First Lok Sabha,Shri Digvijay Narain Singh,Male,Muzaffarpur North-East,Bihar,Congress
First Lok Sabha,Shri Dinesh Pratap Singh,Male,Bahraich Distt. (East),Uttar Pradesh,Congress
First Lok Sabha,Shri Girraj Saran Singh,Male,Bharatpur,Rajasthan,Independent
First Lok Sabha,Shri Hanwant Singh,Male,Jodhpur,Rajasthan,Independent
First Lok Sabha,Shri Har Prasad Singh,Male,Ghazipur Distt. (West),Uttar Pradesh,Congress
First Lok Sabha,Sardar Hukum Singh,Male,Kapurthala-Bhatinda-SC,Patiala and East Punjab States,Akali
First Lok Sabha,Shri Kamal Singh,Male,Shahabad-North-West,Bihar,Independent
First Lok Sabha,Shri Laisram Jogeswar Singh,Male,Inner Manipur,Manipur,Congress
First Lok Sabha,Sardar Lal Singh,Male,Ferozepur- Ludhiana-SC,Punjab,Akali
First Lok Sabha,Shri Mahendra Nath Singh,Male,Saran Central,Bihar,Congress
First Lok Sabha,Choudhary Raghubir Singh,Male,Agra District (East),Uttar Pradesh,Congress
First Lok Sabha,Shri Ram Nagina Singh,Male,Ghazipur Distt. (East) cum Ballia Distt. (South-West),Uttar Pradesh,Praja Socialist Party (PSP)
First Lok Sabha,Babu Ram Narayan Singh,Male,Hazaribagh-West,Bihar,Independent
First Lok Sabha,Dr. Ram Subhag Singh,Male,Shahabad South-SC,Bihar,Congress
First Lok Sabha,Shri Randaman Singh,Male,Shahdol-Sidhi-ST,Vindhya Pradesh,Kisan Mazdoor Praja Party
First Lok Sabha,Shri Chand Singhal,Male,Aligarh Distt.-SC,Uttar Pradesh,Congress
First Lok Sabha,General Ajit Singhji,Male,Sirohi-Pali,Rajasthan,Independent
First Lok Sabha,Shri Anirudha Sinha,Male,Darbhanga-East,Bihar,Congress
First Lok Sabha,Shri Awadheshwar Prasad Sinha,Male,Muzaffarpur-East,Bihar,Congress
First Lok Sabha,Shri Banarsi Prasad Sinha,Male,Monghyr Sadar cum Jamui-SC,Bihar,Congress
First Lok Sabha,Shri Chandreshwar Narain Prasad Sinha,Male,Muzaffarpur-North-West,Bihar,Congress
First Lok Sabha,Shri Gajendra Prasad Sinha,Male,Palamu cum Hazaribagh cum Ranchi-ST,Bihar,Congress
First Lok Sabha,Shri Jhulan Sinha,Male,Saran North,Bihar,Congress
First Lok Sabha,Thakur Jugal Kishore Sinha,Male,Muzaffarpur-North-West,Bihar,Praja Socialist Party (PSP)
First Lok Sabha,Shri Kailash Pati Sinha,Male,Patna Central,Bihar,Congress
First Lok Sabha,Shri Nageshwar Prasad Sinha,Male,Hazaribagh-East,Bihar,Congress
First Lok Sabha,Shri Sarangdhar Sinha,Male,Pataliputra,Bihar,Congress
First Lok Sabha,Shri Satya Narayan Sinha,Male,Samastipur-East,Bihar,Congress
First Lok Sabha,Dr. Satyanarayan Sinha,Male,Saran East,Bihar,Congress
First Lok Sabha,Shri Satyendra Narayan Sinha,Male,Gaya-West,Bihar,Congress
First Lok Sabha,Smt. Tarkeshwari Sinha,Female,Patna-East,Bihar,Congress
First Lok Sabha,Shri Sinhasan Singh,Male,Gorakhpur Distt. (South),Uttar Pradesh,Congress
First Lok Sabha,Dr. M.V. Gangadhara Siva,Male,Chhittoor-SC,Madras,Congress
First Lok Sabha,Shri Khub Chand Daryao Singh Sodhia,Male,Sagar-SC,Madhya Pradesh,Congress
First Lok Sabha,Shri N. Somana,Male,Coorg,Coorg,Congress
First Lok Sabha,Shri Gajadhar Hajarilal Somani,Male,Nagaur-Pali,Rajasthan,Independent
First Lok Sabha,Shri Paul Jujhar Soren,Male,Purnea cum Santhal Paragnas-ST,Bihar,Jharkhand Party
First Lok Sabha,Shri NA Sri Prakasa,Male,Allahabad Distt. West,Uttar Pradesh,Congress
First Lok Sabha,Shri Kandala Subrahmanyam,Male,Vizianagaram,Madras,Socialist
First Lok Sabha,Shri Tekur Subramanyam,Male,Bellary,Madras,Congress
First Lok Sabha,Shri Sunder Lal,Male,Saharanpur Distt.(West) cum Muzaffarnagar Distt.(North)-SC,Uttar Pradesh,Congress
First Lok Sabha,Shri Suraj prasad alias Surya Prasad,Male,Morena-Bhind-SC,Madhya Bharat,Congress
First Lok Sabha,Shri Sivamurthi Swami,Male,Khustagi,Hyderabad,Independent
First Lok Sabha,Smt. Ammu Swaminadhan,Female,Dindigul,Madras,Congress
First Lok Sabha,Shri N.R.Muni Swamy,Male,Wandiwash,Madras,Commonweal Party
First Lok Sabha,Shri Syed Ahmed,Male,Hoshangabad,Madhya Pradesh,Congress
First Lok Sabha,Dr. Syed Mahmud,Male,Champaran-East,Bihar,Congress
First Lok Sabha,Shri Piare Lall Kureel Talib,Male,Banda Distt. cum Fatehpur Distt.-SC,Uttar Pradesh,Congress
First Lok Sabha,Shri Purushottam Das Tandon,Male,Allahabad Distt. West,Uttar Pradesh,Congress
First Lok Sabha,Shri S.N. Tandon,Male,Kanpur Districit (Central),Uttar Pradesh,Congress
First Lok Sabha,Shri Tek Chand,Male,Ambala-Simla,Punjab,Congress
First Lok Sabha,Shri Shankar Rao Telkikar,Male,Nanded-SC,Hyderabad,Congress
First Lok Sabha,Sardar Raj Bhanu Singh Tewari,Male,Rewa,Vindhya Pradesh,Congress
First Lok Sabha,Shri Pasumpon U. Muthuramalinga Thevar,Male,Aruppukottai,Madras,Congress
First Lok Sabha,Shri Dodda Thimmaiah,Male,Kolar-SC,Mysore,Congress
First Lok Sabha,Shri G.D. Thirani,Male,Bargarh,Odisha,Independent
First Lok Sabha,Shri V. Muniswamy AVL Thirukuralar,Male,Tindivanam,Madras,Tamil Nadu Toilers Party
First Lok Sabha,Shri A.M. Thomas,Male,Ernakulam,Travancore-Cochin,Congress
First Lok Sabha,Shri A.V. Thomas,Male,Srivaikuntam,Madras,Congress
First Lok Sabha,Swami Ramananda Tirtha,Male,Gulberga,Hyderabad,Congress
First Lok Sabha,Shri Venkatesh Narayan Tivary,Male,Kanpur Distt. (North) cum Farrukhabad Distt. (South),Uttar Pradesh,Congress
First Lok Sabha,Shri Babulal Surajbhan Tiwari,Male,Nimar(Khandwa),Madhya Pradesh,Congress
First Lok Sabha,Pandit Dwarka Nath Tiwary,Male,Saran South,Bihar,Congress
First Lok Sabha,Shri Ram Sahai Tiwary,Male,Chhatarpur-Datia-Tikamgarh-SC,Vindhya Pradesh,Congress
First Lok Sabha,Shri Tribhuan Narayan Singh,Male,Banaras Distt.(East),Uttar Pradesh,Congress
First Lok Sabha,Shri Hira Vallabh Tripathi,Male,Muzaffarnagar Distt. (South),Uttar Pradesh,Congress
First Lok Sabha,Shri Kamakhya Prasad Tripathi,Male,Darrang,Assam,Congress
First Lok Sabha,Shri Vishambhar Dayal Tripathi,Male,Unnao Distt.cum Raebareli Distt.(W) cum Hardoi Dist.(S-East),Uttar Pradesh,Congress
First Lok Sabha,Shri Umashanker Muljibhai Trivedi,Male,Chittor,Rajasthan,Jan Sangh
First Lok Sabha,Shri Bharat Lal Tudu,Male,Midnapore Jhargram-ST,West Bengal,Congress
First Lok Sabha,Shri Tulsidas Kilachand,Male,Mehsan- West,Bombay,Independent
First Lok Sabha,Shri Mahavir Tyagi,Male,Dehradun Dist.cum Bijnor Dist.(N-West) cum Saharanpur (West),Uttar Pradesh,Congress
First Lok Sabha,Shri Mangru Ganu Uikey,Male,Mandla Jabalpur South,Madhya Pradesh,Congress
First Lok Sabha,Pandit Munishwar Datt Upadhyay,Male,Pratapgarh Distt East,Uttar Pradesh,Congress
First Lok Sabha,Shri Shiva Dayal Upadhyay,Male,Banda Distt. cum Fatehpur Distt.-SC,Uttar Pradesh,Congress
First Lok Sabha,Shri Shiv Datt Upadhyaya,Male,Satna,Vindhya Pradesh,Congress
First Lok Sabha,Shri Hanumantrao Ganeshrao Vaishnav,Male,Ambad,Hyderabad,Congress
First Lok Sabha,Shri Muldas Bhudardas Vaishya,Male,Ahmedabad-SC,Bombay,Congress
First Lok Sabha,Shri K. Muthuswamy Vallatharas,Male,Pudukkottai,Madras,Kisan Mazdoor Praja Party
First Lok Sabha,Shri Bipin Bihari Varma,Male,Champaran North,Bihar,Congress
First Lok Sabha,Shri Bulaqi Ram Varma,Male,Hardoi Distt(N-W)cum Farrukhabad Distt(E)cum Shahjahanpur(S)SC,Uttar Pradesh,Congress
First Lok Sabha,Shri Manikya Lal Varma,Male,Tonk-SC,Rajasthan,Congress
First Lok Sabha,Shri Govind Dharmaji Vartak,Male,Thana,Bombay,Congress
First Lok Sabha,Shri V. Veeraswamy,Male,Mayuram-SC,Madras,Independent
First Lok Sabha,Shri R. Velayudhan,Male,Quilon cum Mavelikkara-SC,Travancore-Cochin,Independent
First Lok Sabha,Shri R. Venkataraman,Male,Tanjore,Madras,Congress
